Ranking;Razão Social;Faturamento (R$);% Participação;% Acumulado;Classe;Cidade;UF;CNPJ;Telefone;E-mail;Vendedor
11359;VERARDO ENGENHARIA & ARQUITETURA LTDA;;;;;LOUVEIRA;SP;32682451000142;1938481205;vereadoengenharia@gmail.com;
11360;AMPX CONSULTORIA TECNICA LTDA;;;;;MAUA;SP;10476598000143;1145476699;legal@leardinicontabilidade.com.br;
11361;PACOLLA ENGENHARIA E CONSULTORIA DE PROJETO LTDA;;;;;MAUA;SP;22982242000160;1145135929;flavio@escritoriocontabiletica.com.br;
11362;RAFAEL AUGUSTO DE OLIVEIRA;;;;;MAUA;SP;23898288000169;1147439572;rafaelaugusto_oliveira@hotmail.com;
11363;DANIELLY CRISTINA DA SILVA;;;;;MAUA;SP;31307350000129;1142275762;danifuty@htmail.com;
11364;PLAN SAFETY ENGENHARIA LTDA;;;;;MOGI DAS CRUZES;SP;07055719000179;1147999906;legal@melloassessoria.com.br;
11365;DP ENGENHARIA LTDA.;;;;;MOGI DAS CRUZES;SP;07376979000146;1147367878;vieirasrm@hotmail.com;
11366;TRP ENGENHARIA S/S LTDA;;;;;MOGI DAS CRUZES;SP;08701418000138;1144425757;fato_contabil@terra.com.br;
11367;NILSON KITAHARA;;;;;MOGI DAS CRUZES;SP;09488931000155;1198463722;masterconcontabilidade@hotmail.com;
11368;MICROCOSMO - ARQUITETURA, ENGENHARIA LTDA;;;;;MOGI DAS CRUZES;SP;10238745000147;1147911200;dgcontabil@yahoo.com.br;
11369;JFG MARTINS;;;;;MOGI DAS CRUZES;SP;10919273000198;1147969400;jjosemartins@hotmail.com;
11370;RENTEC ENGENHARIA LTDA;;;;;MOGI DAS CRUZES;SP;11033368000172;1147993460;odimecc@yahoo.com.br;
11371;MARCOS ALVES DOS SANTOS ENGENHARIA;;;;;MOGI DAS CRUZES;SP;11081966000117;1147257665;rovancontabilidade@bol.com.br;
11372;EDMILSON CAETANO DA CRUZ ENGENHARIA;;;;;MOGI DAS CRUZES;SP;11418240000127;1147266084;zebadu@uol.com.br;
11373;GTE - GERACAO E TRANSMISSAO DE ENERGIA ELETRICA CONSULTORIA LTDA;;;;;MOGI DAS CRUZES;SP;11653669000107;1147999655;jorgehmiranda@ig.com.br;
11374;OSWALDO RUIZ FERNANDEZ JUNIOR;;;;;MOGI DAS CRUZES;SP;13118726000175;1180168408;oruiz@bol.com.br;
11375;MARIO EDISON PICCHI GALLEGO ENGENHARIA;;;;;MOGI DAS CRUZES;SP;18843202000160;1146992626;mario.gallego@uol.com.br;
11376;TIAGO AUGUSTO FERREIRA ALCIDES;;;;;MOGI DAS CRUZES;SP;19125270000157;1177278570;eng.tiago.civil@gmail.com;
11377;EDILMA MAMEDIO FERREIRA;;;;;MOGI DAS CRUZES;SP;21644070000152;1147497337;engenharia@alorhen.com.br;
11378;NOBUKAZU NAKAYAMA JUNIOR;;;;;MOGI DAS CRUZES;SP;22047268000111;1147990111;knippel@knippel.com.br;
11379;MICHIAKI YAMAMOTO CONSULTORIA EM ENGENHARIA;;;;;MOGI DAS CRUZES;SP;22327912000105;1123785704;rosangela@coml-engefer.com.br;
11380;R PRADO CONSULTORIA, AUDITORIA E TREINAMENTOS LTDA;;;;;MOGI DAS CRUZES;SP;22523213000130;1239414291;contato@caoll.com.br;
11381;PROJETUAL - SERVICOS DE ENGENHARIA LTDA;;;;;MOGI DAS CRUZES;SP;24706700000164;1126102530;projetos.yuriallan@gmail.com;
11382;SEVERO JOSE GOMES;;;;;MOGI DAS CRUZES;SP;24877690000120;1195213425;severo.gomes@uol.com.br;
11383;SILVA&SATIM CONSULTORIA E ADMINISTRACAO DE OBRAS LTDA;;;;;MOGI DAS CRUZES;SP;26774819000108;1139968192;barrilhota@yahoo.com.br;
11384;BORGES ENGENHARIA LTDA;;;;;MOGI DAS CRUZES;SP;27309005000157;1199563798;opr.atual@globo.com;
11385;M G BARBOSA ENGENHARIA E SERVICOS;;;;;MOGI DAS CRUZES;SP;29070308000195;1147289655;jorge@espcontabilidade.com.br;
11386;VICTOR M DE LIMA - ENGENHARIA;;;;;MOGI DAS CRUZES;SP;29236788000111;1147999906;legal@melloassessoria.com.br;
11387;SANDRA SATSUKI OBA;;;;;MOGI DAS CRUZES;SP;30215322000119;1147228711;contabilidade@dwdocumentos.com.br;
11388;VITOR JOSE ARELLO DA SILVA;;;;;MOGI DAS CRUZES;SP;30612859000112;1147228711;contabilidade@dwdocumentos.com.br;
11389;FABIO ALEXANDRE DE ALMEIDA E MELLO;;;;;MOGI DAS CRUZES;SP;30997116000108;1147999906;legal@melloassessoria.com.br;
11390;J. A. SILVA SERVICOS DE ENGENHARIA;;;;;MOGI DAS CRUZES;SP;33617636000136;1171579842;jaquelinea_silva@hotmail.com;
11391;A.C. RUFINO GAMITO;;;;;MOGI DAS CRUZES;SP;34112751000111;1126296801;acgamito@yahoo.com;
11392;RODOLFO DEI GOBBI MORO;;;;;MOGI DAS CRUZES;SP;35728964000135;1147274505;exatacontabil.dp@gmail.com;
11393;HERIO NAGOSHI;;;;;MOGI DAS CRUZES;SP;36077319000162;1147990741;fiscotec@fiscotec.cnt.br;
11394;AKRIBES ARQUITETURA E ENGENHARIA LTDA;;;;;MOGI DAS CRUZES;SP;36411832000148;1147991235;kmcontabil@uol.com.br;
11395;FAMEZZI ENGENHARIA E CONSTRUCOES LTDA;;;;;MOGI DAS CRUZES;SP;36578743000190;1199475912;engfabiofms@gmail.com;
11396;QUEIROZ GERENCIAMENTO EM ENGENHARIA, PROJETOS E TREINAMENTO LTDA;;;;;MOGI DAS CRUZES;SP;37567544000140;1123787814;atendimento@multiescritiorio.com.br;
11397;CAIO CESAR STOIANOV DE OLIVEIRA;;;;;MONTE MOR;SP;33770619000134;1991158367;stoianovaoliveira@terra.com.br;
11398;LEONARDO DE LIMA APARECIDO;;;;;NAZARE PAULISTA;SP;34480189000189;1172753775;priscila@congem.net.br;
11399;VANESSA DE FATIMA CARNEIRO DE PAIVA;;;;;NAZARE PAULISTA;SP;37146403000153;1194160483;nessaavanessa@hotmail.com;
11400;CENTRO DE PESQUISA SAN ENGENHARIA LTDA;;;;;NOVA ODESSA;SP;09037315000188;1934662856;escrit.riobranco@uol.com.br;
11401;SCENGENHARIA, PROJETOS E CONSULTORIA LTDA;;;;;NOVA ODESSA;SP;17151545000100;1934664738;eleninha@scengenhariaprojetos.com.br;
11402;RISKALLA & LUXO SERVICOS DE ENGENHARIA SS LTDA;;;;;OSASCO;SP;04230596000177;1136814681;escritafiscal@libracontabilidade.com.br;
11403;WW ASSISTENCIA TECNICA E MONTAGEM LTDA;;;;;OSASCO;SP;08517499000110;1136992366;www.wagner.santel@uol.com.br;
11404;ETURIA ENGENHARIA E AGRIMENSURA LTDA;;;;;OSASCO;SP;13445682000198;1136810588;moretti.contabil@uol.com.br;
11405;DUNE ENGENHARIA E SISTEMAS LTDA;;;;;OSASCO;SP;17863871000131;1136854678;cont.ms@terra.com.br;
11406;GUILHERME GUDJENIAN ENGENHARIA;;;;;OSASCO;SP;21228784000180;1137829549;guilherme_gudjenian@hotmail.com;
11407;G M PEREIRA ENGENHARIA ELETRICA;;;;;OSASCO;SP;22742794000100;1174269701;geanderson.martins.p@gmail.com;
11408;JAMES ANTONIO FLOR;;;;;OSASCO;SP;23672341000109;1138161833;jml@jmlcontabil.com.br;
11409;CIVETTA LTDA;;;;;OSASCO;SP;26682887000139;1132302097;paralegal@conube.com.br;
11410;PC PROJETOS MECANICOS E ESTRUTURAIS LTDA;;;;;OSASCO;SP;31071406000199;1147845571;pc.projetos@uol.com.br;
11411;ALECSANDRO ESCORCIO CORREIA;;;;;OSASCO;SP;31149215000100;1136520233;feqsilv@terra.com.br;
11412;TOZPE ENGENHARIA LTDA;;;;;OSASCO;SP;32947023000102;1184950005;contato@tozpe.com.br;
11413;RODRIGO DE JESUS PERES LTDA;;;;;OSASCO;SP;35521256000129;1196031607;resolveclientes@gmail.com;
11414;BLASEK SERVICOS DE INSPECAO INDUSTRIAL LTDA;;;;;OSASCO;SP;37310014000111;1197479439;ejblasek@hotmail.com;
11415;VICENTE ANANIAS M. PIZARRO;;;;;PAULINIA;SP;08161175000192;1141050604;vicente.pizarro@ngsolutions.com.br;
11416;PERFORMS ENGENHARIA E PROJETOS LTDA;;;;;PAULINIA;SP;25194776000110;1988982555;performscivil@gmail.com;
11417;FEDATO ENGENHARIA LTDA;;;;;PAULINIA;SP;31988746000189;1933422250;gabriel@midascontabilidade.com.br;
11418;ANDRE VITOR OLIVEIRA GERMANO;;;;;PAULINIA;SP;33444705000157;1933655057;maxcont_contabilidade@hotmail.com;
11419;FABIO ALEXANDRE KUBOTA ENGENHARIA;;;;;PAULINIA;SP;34255160000101;1932560853;fakubota4@gmail.com;
11420;VAGNER DE SOUZA SERVICOS DE ENGENHARIA;;;;;PAULINIA;SP;34315455000118;1938332712;vagpaulinia@gmail.com;
11421;SILVIO BRUN SAMPAIO;;;;;PAULINIA;SP;36333595000144;1992056022;silviobrunsampaio@gmail.com;
11422;FRANCISCO HELDER SA CARNAUBA;;;;;PAULINIA;SP;36691086000193;1992457342;helder.carnauba@gmail.com;
11423;TRABAQUINI ENGENHARIA AMBIENTAL E TOPOGRAFIA LTDA;;;;;PEDREIRA;SP;13360233000147;1938066935;marilucedegrava@hotmail.com;
11424;HEITOR JOSE POLISEL NETO;;;;;PEDREIRA;SP;34787516000140;1997931661;heitorpolisel@hotmail.com;
11425;DARLINDA DANDARA MELO FROTA DE LIMA;;;;;PINHALZINHO;SP;37188271000122;1199690559;dandaramelo.lima@gmail.com;
11426;P H BRANDAO GESTAO AMBIENTAL;;;;;PIRACAIA;SP;24779884000192;1140366436;proimoveis.adm@ig.com.br;
11427;TEMA PROCEM ENGENHARIA E PROJETOS LTDA;;;;;PIRACICABA;SP;02138396000163;1921067700;semcon@semcon.com.br;
11428;CONAM GERENCIAMENTO E ENGENHARIA AMBIENTAL SS;;;;;PIRACICABA;SP;04933392000100;1996353466;conam@conamambiental.com.br;
11429;TRIPHASE CONSULTORIA LTDA;;;;;PIRACICABA;SP;07647971000177;1934273086;triphase@terra.com.br;
11430;DELFINI CONSULTORIA E PROJETOS INDUSTRIAIS LTDA;;;;;PIRACICABA;SP;08263783000108;1921067700;semcon@semcon.com.br;
11431;ETICA ENGENHARIA, TECNOLOGIA AGRONOMICA INDUSTRIAL E CONSULTORIA EM ACUCAR E ALCOOL LTDA;;;;;PIRACICABA;SP;08641247000107;1934334855;societario@gratosan.com.br;
11432;PACHECO & SILVA ENGENHARIA, CONSULTORIA E PROJETOS LTDA;;;;;PIRACICABA;SP;12670911000105;1937076600;jose.carlos@grupoestrutural.com.br;
11433;VM ENGENHARIA LTDA.;;;;;PIRACICABA;SP;13051916000112;1997193884;eng.vitor@terra.com.br;
11434;LEMA ENGENHARIA ASSESSORIA E PROJETOS LTDA;;;;;PIRACICABA;SP;14070956000174;1934210065;contato@globocontabilidade.com;
11435;SOLSUSTENGE ENGENHARIA LTDA;;;;;PIRACICABA;SP;22135665000145;1925334100;marco-passarelli@hotmail.com;
11436;FR ENGENHARIA CONSULTIVA E AGRONEGOCIOS LTDA;;;;;PIRACICABA;SP;25059020000169;1934269761;fbribeiro2000@yahoo.com;
11437;A C B SILVEIRA ENGENHARIA;;;;;PIRACICABA;SP;25300907000105;1933745380;societario@organizacaopollo.com.br;
11438;ITC - CONSULTORIA EM ENGENHARIA LTDA;;;;;PIRACICABA;SP;29041049000174;1981973524;jaime.fing@gmail.com;
11439;ENGEVOLVE   CONSULTORIA E TREINAMENTO EM LEAN MANUFACTURING LTDA.;;;;;PIRACICABA;SP;29543461000192;1934211190;coesmarte@terra.com.br;
11440;PADRON ENGENHARIA E CONSULTORIA AMBIENTAL LTDA;;;;;PIRACICABA;SP;29867556000161;3192068093;padron20022@yahoo.com.br;
11441;RF LOPES ENGENHARIA E SERVICOS AMBIENTAIS;;;;;PIRACICABA;SP;30917189000142;1934355596;robsonflopes@yahoo.com.br;
11442;TRIADE CONSULTORIA SOCIOAMBIENTAL LTDA.;;;;;PIRACICABA;SP;31344035000171;1925372034;rodrigo.giampietro@triadesa.com.br;
11443;MAXIMILIANO C ROVERATTI;;;;;PIRACICABA;SP;33573552000148;1984232211;engmaxcr@gmail.com;
11444;DALLA COSTA ENGENHARIA INDUSTRIAL LTDA;;;;;PIRACICABA;SP;35751990000184;1996516044;dallacostaengenharia@gmail.com;
11445;LUIS AUGUSTO BOMFILHO GONZAGA DE OLIVEIRA;;;;;PIRACICABA;SP;35779898000122;1997618006;renata@prgarcia.com.br;
11446;GEPEC ENGENHARIA LTDA;;;;;PIRACICABA;SP;62477526000114;1934218208;escritorioperes@fdnet.com.br;
11447;GRF ENGENHARIA & CONSULTORIA S/S LTDA;;;;;PIRASSUNUNGA;SP;10514170000148;1935618876;lucripat@terra.com.br;
11448;LUCAS RAMOS CONSULTORIA AGROPECUARIA LTDA;;;;;PIRASSUNUNGA;SP;18671105000138;1981051665;lucasrfs@hotmail.com;
11449;YAMA ENGEAMBI ESTUDOS AMBIENTAIS LTDA;;;;;POA;SP;04281908000171;1150543827;shigeru@uol.com.br;
11450;EQUALIZA SISTEMAS DE AUTOMACAO LTDA;;;;;POA;SP;09518704000125;1155392971;rhonorio@equalliza.com.br;
11451;GDK DESENHO INDUSTRIAL LTDA;;;;;POA;SP;18498885000166;1146360709;sirleneda@uol.com.br;
11452;CAMARGO & LEAL ENGENHARIA LTDA;;;;;PORTO FERREIRA;SP;33193323000106;1935893900;conaud@netsite.com.br;
11453;ST ENGENHARIA E CONSULTORIA LTDA;;;;;PORTO FERREIRA;SP;33345870000151;1935893900;conaud@netsite.com.br;
11454;RAFAEL BASTOS CONSTRUCOES LTDA;;;;;PORTO FERREIRA;SP;33971426000141;1935893900;conaud@netsite.com.br;
11455;MAURO EDUARDO DA SILVA & CIA LTDA;;;;;PORTO FERREIRA;SP;34860327000155;1935893900;escrconaud@bol.com.br;
11456;NATAN DE JESUS;;;;;RIBEIRAO BONITO;SP;26469228000119;1633441121;raufer.contabilidade@hotmail.com;
11457;CAF PROJETOS LTDA;;;;;RIBEIRAO PIRES;SP;14366003000158;1148285250;legalizacao@norteccontabil.com.br;
11458;EDUARDO SHIRAYAMA;;;;;RIBEIRAO PIRES;SP;24231528000130;1148281688;shirayama.edu@gmail.com;
11459;JOSE CARLOS NABESHIMA;;;;;RIBEIRAO PIRES;SP;24913992000106;1148235933;jcnabeshima@gmail.com;
11460;TOTE CONSULTORIA E SERVICOS LTDA;;;;;RIBEIRAO PIRES;SP;27875437000125;1148275574;terciotte@outlook.com;
11461;CASA DE ENGENHOS E ARTES - CONSULTORIA E PROJETOS LTDA.;;;;;RIBEIRAO PIRES;SP;29457795000143;1142395497;rgtc@terra.com.br;
11462;D. N. LANGE ENGENHARIA;;;;;RIBEIRAO PIRES;SP;35540627000110;1199135424;danielnlange@gmail.com;
11463;MCD SERVICOS DE ENGENHARIA E CONSULTORIA LTDA;;;;;RIBEIRAO PIRES;SP;36287129000170;1143304664;legal@grupocaom.com.br;
11464;LTCAT ENGENHARIA E CONSULTORIA LTDA;;;;;RIO CLARO;SP;05576370000195;1935249968;arena.contabil@gmail.com;
11465;NEO CONSULTORIA EM ENGENHARIA LTDA;;;;;RIO CLARO;SP;07628531000172;1935242297;jlscarpa@outlook.com;
11466;INTERSITE CONSULTORIA LTDA;;;;;RIO CLARO;SP;10895711000125;1935241818;auditecr@claretianas.com.br;
11467;N. ARAUJO ENGENHARIA E CONSULTORIA LTDA.;;;;;RIO CLARO;SP;13378944000149;1935232301;nelson.araujo@uol.com.br;
11468;BOSCARIOL ENGENHARIA LTDA;;;;;RIO CLARO;SP;13780301000127;1935381227;engenheiroboscariol@terra.com.br;
11469;J.C.J. SILVA- ENGENHARIA LTDA;;;;;RIO CLARO;SP;20042002000150;1934342422;stellacontabil@terra.com.br;
11470;R.D.S. ENGENHARIA LTDA;;;;;RIO CLARO;SP;20557362000195;1935348733;escrcobel@uol.com.br;
11471;MARCIO SCIAMANA;;;;;RIO CLARO;SP;26606745000192;1997376994;msciamana@gmail.com;
11472;ANA CLAUDIA DA ROCHA NEVES;;;;;RIO CLARO;SP;31356008000119;1935344596;anaclaudiarn.eng@hotmail.com;
11473;JM SILVA ENGENHARIA AMBIENTAL, CIVIL E SEGURANCA DO TRABALHO LTDA;;;;;RIO CLARO;SP;35434859000193;1935349090;gilberto@contecassessoria.com.br;
11474;MARCO ANTONIO ALVES ENGENHARIA;;;;;RIO DAS PEDRAS;SP;11405585000146;1934339639;marco_aalves@yahoo.com.br;
11475;LEANDRO GANASSIM;;;;;RIO DAS PEDRAS;SP;33557416000164;1934937606;clientes@cc-contabilidade.com.br;
11476;RESI CONSULTORIA E PROJETOS DE ENGENHARIA E MEIO AMBIENTE LTDA;;;;;SALTO;SP;09574809000100;1146024022;paulo@resiconsult.com;
11477;GM - AUTOMACAO, MANUTENCAO E COMERCIO LTDA;;;;;SALTO;SP;13738765000175;1197917247;escritoriomaster@uol.com.br;
11478;SF SEGURANCA DO TRABALHO E MEIO AMBIENTE LTDA;;;;;SALTO;SP;23043627000125;1140213407;sumara.sampaio@hotmail.com;
11479;OSVALDO AUGUSTO LAZARO;;;;;SALTO;SP;31976201000152;1167659673;osvaldoalazaro@gmail.com;
11480;ANT ENGENHARIA E COMERCIO DE EQUIPAMENTOS INDUSTRIAIS LTDA;;;;;SALTO;SP;33341063000160;1140294605;paulinoantu@yahoo.com.br;
11481;GUILHERME CESAR RAGGIO;;;;;SALTO;SP;33415968000138;1174029878;guilherme_raggio@hotmail.com;
11482;LEVINDO & OLIVEIRA ASSESSORIA TECNICA EM CONSTRUCAO CIVIL LTDA;;;;;SANTA BARBARA D'OESTE;SP;11033645000147;1934618572;escritoriochanceller@vivax.com.br;
11483;GILBERTO NOVAES & CIA LTDA;;;;;SANTA BARBARA D'OESTE;SP;11859746000171;193026365;atendimento@forcacontabil.com.br;
11484;LAYON I MONTEIRO DA SILVA;;;;;SANTA BARBARA D'OESTE;SP;18511862000144;1934610103;escriatlas@gmail.com;
11485;VERDUTEC - PROJETOS INDUSTRIAIS LTDA;;;;;SANTA BARBARA D'OESTE;SP;21869067000137;1934991523;admin@escritoriocontabillex.com.br;
11486;LEONARDO VINICIUS CAVICCHIOLI;;;;;SANTA BARBARA D'OESTE;SP;22654003000181;1940628737;atendimento@andia.com.br;
11487;RONALDO LAZDANS;;;;;SANTA BARBARA D'OESTE;SP;25241800000125;1934551947;pires@contabilpires.com.br;
11488;JOELDSON DO CARMO FERREIRA;;;;;SANTA BARBARA D'OESTE;SP;30090976000163;1999650537;carmoferreira.joeldson@gmail.com;
11489;NAZATO E NAZATO SOLUCOES VISUAIS LTDA;;;;;SANTA BARBARA D'OESTE;SP;30098507000190;1998000423;sergionazato@gmail.com;
11490;SGA ENGENHARIA S/S LTDA;;;;;SANTANA DE PARNAIBA;SP;04084641000122;1196510771;shgomez2@yahoo.com.br;
11491;M.GRINEVICIUS ENGENHARIA LTDA;;;;;SANTANA DE PARNAIBA;SP;08022438000182;1932361425;contabil.barretoleme@uol.com.br;
11492;MONATI CONSULTORIA LTDA;;;;;SANTANA DE PARNAIBA;SP;08333408000197;1141956006;abile@abile.com.br;
11493;W B W CONSULTORIA E ASSESSORIA EM TELECOMUNICACOES LTDA;;;;;SANTANA DE PARNAIBA;SP;08950689000127;1141959820;ismael@porsaniconsultoria.com.br;
11494;MV CONSULTORIA EM ENGENHARIA MECANICA LTDA;;;;;SANTANA DE PARNAIBA;SP;09089116000113;1136831158;gsorg@terra.com.br;
11495;FABCON ENGENHARIA E CONSULTORIA LTDA;;;;;SANTANA DE PARNAIBA;SP;10199992000181;1139066412;fabio.deia@ig.com.br;
11496;SILVIO LUIZ DO CARMO CAROBRESSI CONSULTORIA;;;;;SANTANA DE PARNAIBA;SP;10865834000113;1141933042;legalcervy@uol.com.br;
11497;CFA CONSULTORIA E ENGENHARIA LTDA;;;;;SANTANA DE PARNAIBA;SP;11382243000158;1141531049;ciroamaral@uol.com.br;
11498;H & F SIMULATION CONSULTORIA E ASSESSORIA LTDA;;;;;SANTANA DE PARNAIBA;SP;13101248000190;1155115429;atlanta1@uol.com.br;
11499;LEGRAM SERVICOS DE ENGENHARIA LTDA;;;;;SANTANA DE PARNAIBA;SP;23865853000191;1435721907;escritoriovicari@ig.com.br;
11500;ESTUDIO E&D ENGENHARIA E SERVICOS LTDA;;;;;SANTANA DE PARNAIBA;SP;28236416000122;1196889560;eng.elianaferrari@gmail.com;
11501;M. V. BORGES MANUTENCAO DE OBRAS;;;;;SANTANA DE PARNAIBA;SP;28474855000173;1142533990;mauro.varella@gmail.com;
11502;ADRIANO BARRETO DE OLIVEIRA;;;;;SANTANA DE PARNAIBA;SP;28808739000143;1144481276;eng.adrianobarreto@gmail.com;
11503;MS DA ROSA ENGENHARIA E CONSULTORIA;;;;;SANTANA DE PARNAIBA;SP;34301692000120;1147715771;societario@hrshigeno.com.br;
11504;ENGESTAHL ENGENHARIA DE PROJETOS LTDA;;;;;SANTANA DE PARNAIBA;SP;67630632000100;1137682522;contsfco@terra.com.br;
11505;GESEC ENGENHARIA E CONSULTORIA LTDA;;;;;SANTANA DE PARNAIBA;SP;69101590000145;1136739791;e-mail - gomesneto@superig.com.br;
11506;ITO & BOSCHETTI ENGENHARIA E CONSULTORIA LTDA;;;;;SANTO ANDRE;SP;01009045000190;1149922555;giacometticontabil@hotmail.com;
11507;MAVAFER ENGENHARIA LTDA;;;;;SANTO ANDRE;SP;01470274000107;1143160799;fgconta@uol.com.br;
11508;ESFERA ENGENHEIROS ASSOCIADOS LTDA;;;;;SANTO ANDRE;SP;06031753000140;1123392170;esferaeng@uol.com.br;
11509;M & S CONSULTORIA E ENGENHARIA LTDA;;;;;SANTO ANDRE;SP;08219345000142;1144522904;rosicler@advcontabilidade.com;
11510;RIBERTO SILVA;;;;;SANTO ANDRE;SP;08440476000155;1149946844;moreiracontabil@terra.com.br;
11511;IDEALE ENGENHARIA DE PROJETOS LTDA.;;;;;SANTO ANDRE;SP;08699403000182;1133841123;ctb06@contped.com.br;
11512;EPC AUTOMACAO LIMITADA;;;;;SANTO ANDRE;SP;08922101000121;1332192534;leideshinzato@iron.com.br;
11513;SUPPERA ENGENHARIA ELETRICA E GERENCIAMENTO LTDA;;;;;SANTO ANDRE;SP;09193956000121;1149975053;memcontabil@ig.com.br;
11514;T & C - ENGENHARIA DE SEGURANCA LTDA;;;;;SANTO ANDRE;SP;09242676000166;1144360670;pturazza@uol.com.br;
11515;SIARC PROJETOS LTDA;;;;;SANTO ANDRE;SP;09636733000191;1149758120;contsmart@contsmart.com.br;
11516;SANENTEC - SERVICOS DE ENGENHARIA CIVIL, SANEAMENTO E TECNOLOGIA LTDA.;;;;;SANTO ANDRE;SP;10405705000142;1193898300;pacheco@gerentec.com.br;
11517;KONDRATOVICH ENGENHARIA LTDA;;;;;SANTO ANDRE;SP;10849403000163;1144369941;keilakon@hotmail.com;
11518;LA RIBEIRO;;;;;SANTO ANDRE;SP;11898440000124;1149732290;seila@multcont.com;
11519;ANDREI DE CARVALHO FERREIRA;;;;;SANTO ANDRE;SP;13816646000193;1180217577;valdircandidooliveira@yahoo.com.br;
11520;HUGO PUERTAS DE ARAUJO ENGENHARIA;;;;;SANTO ANDRE;SP;14538972000149;1144369906;sotisempresarial@sotisempresarial.com.br;
11521;ANDRE LUIS DE CAMPOS APOIO ADMINISTRATIVO;;;;;SANTO ANDRE;SP;15761369000194;1144218953;beatriz@campestrecontabilidade.com.br;
11522;TRANSENERGIE ENGENHARIA TERMICA LTDA.;;;;;SANTO ANDRE;SP;16658687000197;1123246183;jacira.furlan@transenergie.com.br;
11523;A. T. H. CORREA - ENGENHARIA DE SOLUCOES E INTEGRACAO DE SISTEMA;;;;;SANTO ANDRE;SP;22355045000111;1144256951;alianca@escritorioaliancacontabil.com.br;
11524;KLEBER LEME DE MARCHI;;;;;SANTO ANDRE;SP;24102918000100;1142276614;heloisa@contabilidadefoco.com.br;
11525;RAUSSE & ASSOCIADOS ENGENHARIA LTDA;;;;;SANTO ANDRE;SP;24463634000149;1144386120;ricardo.rausse@terra.com.br;
11526;PAULO VICTOR GUIMARAES ENGENHEIRO;;;;;SANTO ANDRE;SP;24593419000162;1123411855;jsantoscontabil@uol.com.br;
11527;QUILES ENGENHARIA LTDA;;;;;SANTO ANDRE;SP;24692185000100;1143788950;antoniocelso.eng@gmail.com;
11528;QUATRO ENGENHARIA DE PROJETOS LTDA;;;;;SANTO ANDRE;SP;28422865000165;1131049855;contato@quatroengenharia.com;
11529;M. BARQUETTE MOREIRA ESCRITORIO DE ENGENHARIA;;;;;SANTO ANDRE;SP;28988547000166;1160628515;mauromoreira@outlook.com;
11530;THIAGO RIBEIRO DE SOUSA;;;;;SANTO ANDRE;SP;29520052000170;1149972288;nlcontabil@terra.com.br;
11531;CARLA ALVES DA SILVA;;;;;SANTO ANDRE;SP;29561960000102;1143300788;poddium.legal@terra.com.br;
11532;NICOLAS SANGIACOMO;;;;;SANTO ANDRE;SP;29872845000159;1144274729;sangiacomo.n@gmail.com;
11533;VINICIUS ROBERTO DE SYLOS CASSIMIRO;;;;;SANTO ANDRE;SP;30626895000135;1125644293;cassimiro.vinicius@gmail.com;
11534;DELTATECH CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA;;;;;SANTO ANDRE;SP;32435725000107;1129181640;orteccom.comercial@terra.com.br;
11535;ALEXANDRE GALLARDO;;;;;SANTO ANDRE;SP;33077511000160;1181604486;gallardo.engenharia@gmail.com;
11536;CAVALLI GAUDENSI & TESSMANN ENGENHARIA E ARQUITETURA LTDA;;;;;SANTO ANDRE;SP;33078875000165;1132257137;arq.francinetessmann@gmail.com;
11537;LEDO ENGENHARIA LTDA;;;;;SANTO ANDRE;SP;33192372000116;1199150292;xavierassis@yahoo.com.br;
11538;ATN SERVICOS DE ENGENHARIA LTDA;;;;;SANTO ANDRE;SP;33835306000117;1149761999;salvador@contabilwalmar.com.br;
11539;ALEX D ZYRIANOFF GERENCIAMENTO DE PROJETOS;;;;;SANTO ANDRE;SP;33968283000119;1129128713;zyrianoff@hotmail.com;
11540;E. PARUTA SERVICOS DE ENGENHARIA;;;;;SANTO ANDRE;SP;35063143000127;1171299816;eduardo.150476@gmail.com;
11541;M.V PASTRO ARMELIN SERVICOS DE TECNOLOGIA LTDA.;;;;;SANTO ANDRE;SP;35722456000140;1176342015;massarilegalizacao@outlook.com;
11542;GRAZIELE DE SOUZA PEREIRA DICIERI;;;;;SANTO ANDRE;SP;36325230000178;1159210011;grazisouzasp@hotmail.com;
11543;CMDSEG GESTAO AMBIENTAL E SEGURANCA DO TRABALHO LTDA;;;;;SANTO ANDRE;SP;36983003000130;1176603990;claudiamariadias@icloud.com;
11544;F.T. HARADA ENGENHARIA E ASSESSORIA EMPRESARIAL;;;;;SANTO ANDRE;SP;72868516000163;1148282676;metacon@metacon.cnt.br;
11545;HIDRAQUA CONSULTORIA E SERVICOS LTDA.;;;;;SAO CAETANO DO SUL;SP;10730506000100;1186907080;cintifar1@hotmail.com;
11546;TEX ENGENHARIA & AUTOMACAO LTDA;;;;;SAO CAETANO DO SUL;SP;11062077000102;1149300187;contato@oliveiracontadores.com.br;
11547;G. GAZONI ENGENHARIA E CONSTRUCOES LTDA;;;;;SAO CAETANO DO SUL;SP;11568240000103;1142277344;legalizacao@elosnf.com.br;
11548;PROTECH ENGENHARIA E SERVICOS LTDA;;;;;SAO CAETANO DO SUL;SP;26375043000145;1194820543;jpokumoto@gmail.com;
